ordId;question;Comments;CorrectAnswer;a;b;c;sound;photo;questionId
517;Brouillard. Pour stationner, je peux utiliser les feux de brouillard;Autorisé par temps de pluie, neige ou brouillard;B;Oui, à l’avant;Oui, à l’avant comme à l’arrière;Non;8202.mp3;;8202
518;Il convient de pousser l'embrayage;Autorisé par temps de pluie, neige ou brouillard;B;Pour freiner;En cas d'aquaplanage;Dans une longue descente;3423.mp3;;3423
519;Sur ce rond point, je désire prendre la troisième sortie;Vous pouvez emprunter n'importe quelle bande mais n'oubliez pas de reprendre la droite avant de quitter le rond-point.;A;Je peux rester sur la bande de droite;Je dois circuler sur la bande de gauche;Je dois circuler sur la troisième bande;3424.mp3;;3424
520;Dans cette situation;Votre feu est vert et les conducteurs qui vous suivent seraient surpris par votre freinage.;C;Je peux laisser les piétons traverser;Je dois laisser les piétons traverser;Je ne peux pas laisser les piétons traverser;3425.mp3;;3425
521;Le certificat de conformité atteste que;Ce document est délivré par le constructeur.;B;Le véhicule est passé au contrôle technique;Le véhicule est conforme au règlement technique;Le véhicule est immatriculé;3427.mp3;;3427
522;A ce carrefour, je peux tourner à droite;Les signaux lumineux priment seulement les signaux de priorité.;B;Oui car le signal lumineux prime sur le signal routier;Non;;3428.mp3;;3428
523;La vitesse maximale que peut supporter ce pneu est représentée par ;Ces codes indiquent respectivement la largeur de la bande de roulement, l'épaisseur et le code de vitesse.;C;165;81;T;3429.mp3;;3429
524;Dans une zone résidentielle, le stationnement est;Interdit sauf si un signal ou un marquage l'autorise.;B;Réservé aux riverains;Interdit sauf réglementation locale;Autorisé sur tous les accotements;3430.mp3;;3430
525;Ce témoin indique;Bonne réponse.;B;Une température du moteur trop élevée;Le fonctionnement du dégivrage arrière;Le fonctionnement du feu de brouillard arrière;3431.mp3;;3431
526;Pour stationner sur une chaussée étroite, je veille à;Pour stationner d'un côté, il faut laisser 3 mètres de chaussée libre. Pour stationner du côté opposé à un autre, le croisement doit rester possible.;B;Ce que le croisement reste possible;Laisser 3 mètres de chaussée libre;Laisser 6 mètres de chaussée libre;3432.mp3;;3432
527;Ce signal routier m'indique un passage à niveau;Carrefour où la priorité de droite est applicable.;B;Oui;Non;;3433.mp3;;3433
528;Lors d'un contrôle d'alcoolémie, le résultat est positif, une prise de sang doit avoir lieue ;Seulement si la personne le demande à titre de contre-expertise.;B;Oui;Non;;8690.mp3;;8690
529;Le retrait immédiat du permis de conduire est possible pour une infraction du;Possible à partir du 2ème degré.;C;4ème degré;3;2;8530.mp3;;8530
